paper_id,title,authors,cited_paper_ids,year
cs/0006019,"A Compact Architecture for Dialogue Management Based on Scripts and
  Meta-Outputs","['Rayner Manny', 'James Frankie', 'Hockey Beth Ann']",[],2000
cs/0006012,Exploiting Diversity for Natural Language Parsing,['Henderson John C.'],"['cmp-lg/9506021v1', 'cmp-lg/9505040']",2000
cs/0006011,Bagging and Boosting a Treebank Parser,"['Brill Eric', 'Henderson John C.']",[],2000
cs/0006009,Knowledge and common knowledge in a distributed environment,"['Moses Yoram', 'Halpern Joseph Y.']",['cs/0006009'],2000
cs/0006003,Exploiting Diversity in Natural Language Processing: Combining Parsers,"['Brill Eric', 'Henderson John C.']",[],2000
cs/0006002,"Distorted English Alphabet Identification : An application of Difference
  Boosting Algorithm","['Joseph K. Babu', 'Philip Ninan Sajeeth']",[],2000
physics/0007070,"Predictability, complexity and learning","['Tishby Naftali', 'Nemenman Ilya', 'Bialek William']",[],2000
cs/0007039,Ordering-based Representations of Rational Inference,['Georgatos Konstantinos'],"['cs/0202021', 'cs/0202022']",2000
cs/0007036,"Language identification of controlled systems: Modelling, control and
  anomaly detection","['Pires A. J.', 'Martins J. F.', 'Dente J. A.', 'Mendes R. Vilela']",[],2000
cs/0007035,Mapping WordNets Using Structural Information,"['Rigau G.', 'Daude J.', 'Padro L.']",['cmp-lg/9709003v2'],2000
cs/0007033,To Preference via Entrenchment,['Georgatos Konstantinos'],"['cs/0007039v1', 'cs/0202021', 'cs/0202022']",2000
cs/0007024,"Many uses, many annotations for large speech corpora: Switchboard and
  TDT as case studies","['Bird Steven', 'Graff David']",[],2000
cs/0007023,Towards a query language for annotation graphs,"['Tan Wang-Chiew', 'Bird Steven', 'Buneman Peter']",['cs/0204026'],2000
cs/0007022,ATLAS: A flexible and extensible architecture for linguistic annotation,"['Laprun Christophe', 'Henderson John', 'Bird Steven', 'Garofolo John', 'Day David']",['cs/0204026'],2000
cs/0007018,"Bootstrapping a Tagged Corpus through Combination of Existing
  Heterogeneous Taggers","['Daelemans Walter', 'Zavrel Jakub']",[],2000
cs/0007013,Applying Constraint Handling Rules to HPSG,['Penn Gerald'],[],2000
cs/0007011,"Naive Bayes and Exemplar-Based approaches to Word Sense Disambiguation
  Revisited","['Marquez Lluis', 'Escudero Gerard', 'Rigau German']",[],2000
cs/0007010,Boosting Applied to Word Sense Disambiguation,"['Marquez Lluis', 'Escudero Gerard', 'Rigau German']",[],2000
cs/0007009,Incremental construction of minimal acyclic finite-state automata,"['Mihov Stoyan', 'Watson Richard', 'Daciuk Jan', 'Watson Bruce']",[],2000
cs/0007004,Brainstorm/J: a Java Framework for Intelligent Agents,"['Amandi Analia', 'Zunino Alejandro']",[],2000
cs/0007002,Interval Constraint Solving for Camera Control and Motion Planning,"['Goualard Frederic', 'Benhamou Frederic', 'Languenou Eric', 'Christie Marc']",[],2000
cs/0008036,"Probabilistic Constraint Logic Programming. Formal Foundations of
  Quantitative and Statistical Inference in Constraint-Based Natural Language
  Processing",['Riezler Stefan'],"['cmp-lg/9506014', 'cs/0312043']",2000
cs/0008034,"Lexicalized Stochastic Modeling of Constraint-Based Grammars using
  Log-Linear Measures and EM Training","['Riezler Stefan', 'Kuhn Jonas', 'Prescher Detlef', 'Johnson Mark']",['cmp-lg/9506014'],2000
cs/0008033,Temporal Expressions in Japanese-to-English Machine Translation,"['Ogura Kentaro', 'Uchino Hajime', 'Bond Francis']",[],2000
cs/0008032,"Japanese Probabilistic Information Retrieval Using Location and Category
  Information","['Ma Qing', 'Uchimoto Kiyotaka', 'Utiyama Masao', 'Ozaku Hiromi', 'Murata Masaki']",[],2000
cs/0008031,Bunsetsu Identification Using Category-Exclusive Rules,"['Ma Qing', 'Isahara Hitoshi', 'Murata Masaki', 'Uchimoto Kiyotaka']",['cmp-lg/9505040'],2000
cs/0008030,Metonymy Interpretation Using X NO Y Examples,"['Ma Qing', 'Isahara Hitoshi', 'Murata Masaki', 'Yamamoto Atsumu']",['cs/9912006'],2000
cs/0008029,"Exploiting auxiliary distributions in stochastic unification-based
  grammars","['Riezler Stefan', 'Johnson Mark']",[],2000
cs/0008028,Estimators for Stochastic ``Unification-Based'' Grammars,"['Riezler Stefan', 'Chi Zhiyi', 'Geman Stuart', 'Johnson Mark', 'Canon Stephen']",[],2000
cs/0008027,"Measuring efficiency in high-accuracy, broad-coverage statistical
  parsing","['Roark Brian', 'Charniak Eugene']",[],2000
cs/0008026,"Noun-phrase co-occurrence statistics for semi-automatic semantic lexicon
  construction","['Roark Brian', 'Charniak Eugene']",[],2000
cs/0008024,"Estimation of Stochastic Attribute-Value Grammars using an Informative
  Sample",['Osborne Miles'],['cmp-lg/9506014'],2000
cs/0008023,Selectional Restrictions in HPSG,"['Androutsopoulos Ion', 'Dale Robert']",['cmp-lg/9803002'],2000
cs/0008022,A Learning Approach to Shallow Parsing,"['Zimak Dav', 'Punyakanok Vasin', 'Muñoz Marcia', 'Roth Dan']",['cmp-lg/9505040'],2000
cs/0008021,"Compact non-left-recursive grammars using the selective left-corner
  transform and factoring","['Roark Brian', 'Johnson Mark']",[],2000
cs/0008020,"Explaining away ambiguity: Learning verb selectional preference with
  Bayesian networks","['Ciaramita Massimiliano', 'Johnson Mark']",[],2000
cs/0008017,Efficient probabilistic top-down and left-corner parsing,"['Roark Brian', 'Johnson Mark']",['cmp-lg/9711003'],2000
cs/0008016,Processing Self Corrections in a speech to speech system,"['Spilker Joerg', 'Goerz Guenther', 'Klarner Martin']",[],2000
cs/0008015,Temiar Reduplication in One-Level Prosodic Morphology,['Walther Markus'],[],2000
cs/0008014,Aspects of Pattern-Matching in Data-Oriented Parsing,['De Pauw Guy'],[],2000
cs/0008013,Meta-Learning for Phonemic Annotation of Corpora,"['Daelemans Walter', 'Sang Erik Tjong Kim', 'Gillis Steven', 'Hoste Veronique']",[],2000
cs/0008007,Tagger Evaluation Given Hierarchical Tag Sets,"['Melamed I. Dan', 'Resnik Philip']",[],2000
physics/0009032,Information theory and learning: a physical approach,['Nemenman Ilya'],[],2000
cs/0009027,A Classification Approach to Word Prediction,"['Even-Zohar Yair', 'Roth Dan']",[],2000
cs/0009022,"A Comparison between Supervised Learning Algorithms for Word Sense
  Disambiguation","['Marquez Lluis', 'Escudero Gerard', 'Rigau German']",[],2000
cs/0009011,"Anaphora Resolution in Japanese Sentences Using Surface Expressions and
  Examples",['Murata Masaki'],[],2000
cs/0009008,Introduction to the CoNLL-2000 Shared Task: Chunking,"['Sang Erik F. Tjong Kim', 'Buchholz Sabine']",['cmp-lg/9505040'],2000
cs/0009007,Robust Classification for Imprecise Environments,"['Fawcett Tom', 'Provost Foster']",[],2000
cs/0009003,Automatic Extraction of Subcategorization Frames for Czech,"['Sarkar Anoop', 'Zeman Daniel']",[],2000
cs/0009001,Complexity analysis for algorithmically simple strings,['Soklakov Andrei N.'],['quant-ph/0002027'],2000
cond-mat/0009165,"Occam factors and model-independent Bayesian learning of continuous
  distributions","['Nemenman Ilya', 'Bialek William']","['cond-mat/9607180', 'physics/9706015', 'hep-th/9703135', 'cond-mat/9911474']",2000
cs/0010037,On the relationship between fuzzy logic and four-valued relevance logic,['Straccia Umberto'],[],2000
cs/0010033,A Formal Framework for Linguistic Annotation (revised version),"['Liberman Mark', 'Bird Steven']",['cs/0204026'],2000
cs/0010032,Super Logic Programs,"['Brass Stefan', 'Dix Juergen', 'Przymusinski Teodor C.']",[],2000
cs/0010030,Reduction of Intermediate Alphabets in Finite-State Transducer Cascades,['Kempe Andre'],[],2000
cs/0010022,"Noise-Tolerant Learning, the Parity Problem, and the Statistical Query
  Model","['Wasserman Hal', 'Blum Avrim', 'Kalai Adam']",[],2000
cs/0010012,"Finding consensus in speech recognition: word error minimization and
  other applications of confusion networks","['Mangu L.', 'Stolcke A.', 'Brill E.']",[],2000
cs/0010006,Applications of Data Mining to Electronic Commerce,"['Kohavi Ron', 'Provost Foster']",[],2000
quant-ph/0011122,Algorithmic Theories of Everything,['Schmidhuber Juergen'],"['quant-ph/9908043', 'quant-ph/9603008', 'gr-qc/9704009']",2000
cs/0011044,Scaling Up Inductive Logic Programming by Learning from Interpretations,"['Demoen Bart', 'Jacobs Nico', 'De Raedt Luc', 'Blockeel Hendrik']",[],2000
cs/0011042,Order-consistent programs are cautiously monotonic,['Turner Hudson'],[],2000
cs/0011038,"Provably Fast and Accurate Recovery of Evolutionary Trees through
  Harmonic Greedy Triplets","['Csuros Miklos', 'Kao Ming-Yang']",[],2000
cs/0011035,Abductive reasoning with temporal information,"['Van Eynde Frank', 'Verdoolaege Sven', 'Denecker Marc']",[],2000
cs/0011034,Semantic interpretation of temporal information by abductive inference,"['Denecker Marc', 'Verdoolaege Sven', 'Van Eynde Frank', 'De Schreye Danny', 'Schelkens Ness']",[],2000
cs/0011033,Web Mining Research: A Survey,"['Blockeel Hendrik', 'Kosala Raymond']",[],2000
cs/0011032,Top-down induction of clustering trees,"['Ramon Jan', 'De Raedt Luc', 'Blockeel Hendrik']",[],2000
cs/0011030,"Logic Programming Approaches for Representing and Solving Constraint
  Satisfaction Problems: A Comparison","['Pelov Nikolay', 'Denecker Marc', 'De Mot Emmanuel']",[],2000
cs/0011028,"Retrieval from Captioned Image Databases Using Natural Language
  Processing",['Elworthy David'],[],2000
cs/0011020,The Use of Instrumentation in Grammar Engineering,['Broeker Norbert'],[],2000
cs/0011011,Formal Properties of XML Grammars and Languages,"['Berstel Jean', 'Boasson Luc']",[],2000
cs/0011007,Tree-gram Parsing: Lexical Dependencies and Structural Relations,"[""Sima'an Khalil""]",[],2000
cs/0011003,"Applying Machine Translation to Two-Stage Cross-Language Information
  Retrieval","['Fujii Atsushi', 'Ishikawa Tetsuya']",[],2000
cs/0011002,A Novelty-based Evaluation Method for Information Retrieval,"['Fujii Atsushi', 'Ishikawa Tetsuya']",[],2000
cs/0011001,"Utilizing the World Wide Web as an Encyclopedia: Extracting Term
  Descriptions from Semi-Structured Texts","['Fujii Atsushi', 'Ishikawa Tetsuya']",[],2000
cs/0012004,Improving Performance of heavily loaded agents,"['Ozcan Fatma', 'Dix Juergen', 'Subrahmanian VS']",[],2000
cs/0101036,The Generalized Universal Law of Generalization,"['Chater Nick', 'Vitanyi Paul']",[],2001
cs/0101014,On the problem of computing the well-founded semantics,"['Lonc Zbigniew', 'Truszczynski Miroslaw']",[],2001
cs/0101010,"An Even Faster and More Unifying Algorithm for Comparing Trees via
  Unbalanced Bipartite Matchings","['Sung Wing-Kin', 'Ting Hing-Fung', 'Kao Ming-Yang', 'Lam Tak-Wah']","['cs/0101030', 'cs/0011015']",2001
cs/0102021,Taking Primitive Optimality Theory Beyond the Finite State,['Albro Daniel'],[],2001
cs/0102020,Multi-Syllable Phonotactic Modelling,['Belz Anja'],[],2001
cs/0102019,Easy and Hard Constraint Ranking in OT: Algorithms and Complexity,['Eisner Jason'],[],2001
cs/0102014,"On the predictability of Rainfall in Kerala- An application of ABF
  Neural Network","['Joseph K. Babu', 'Philip Ninan Sajeeth']",[],2001
cs/0103026,A Decision Tree of Bigrams is an Accurate Predictor of Word Sense,['Pedersen Ted'],[],2001
cs/0103020,Belief Revision: A Critique,"['Halpern Joseph Y.', 'Friedman Nir']",[],2001
cs/0103015,Fitness Uniform Selection to Preserve Genetic Diversity,['Hutter Marcus'],[],2001
cs/0103013,CRL at Ntcir2,"['Ma Qing', 'Isahara Hitoshi', 'Utiyama Masao', 'Ozaku Hiromi', 'Murata Masaki']",[],2001
cs/0103012,"Meaning Sort - Three examples: dictionary construction, tagged corpus
  construction, and information presentation system","['Ma Qing', 'Isahara Hitoshi', 'Uchimoto Kiyotaka', 'Kanzaki Kyoko', 'Murata Masaki']",[],2001
cs/0103011,"A Machine-Learning Approach to Estimating the Referential Properties of
  Japanese Noun Phrases","['Ma Qing', 'Isahara Hitoshi', 'Murata Masaki', 'Uchimoto Kiyotaka']",[],2001
cs/0103010,"Magical Number Seven Plus or Minus Two: Syntactic Structure Recognition
  in Japanese and English Sentences","['Ma Qing', 'Isahara Hitoshi', 'Murata Masaki', 'Uchimoto Kiyotaka']",[],2001
cs/0103003,Learning Policies with External Memory,"['Peshkin Leonid', 'Meuleau Nicolas', 'Kaelbling Leslie']",[],2001
cs/0104022,Microplanning with Communicative Intentions: The SPUD System,"['Stone Matthew', 'Palmer Martha', 'Webber Bonnie', 'Bleam Tonia', 'Doran Christine']",['cmp-lg/9504020'],2001
cs/0104020,"Coaxing Confidences from an Old Friend: Probabilistic Classifications
  from Transformation Rule Lists","['Ngai Grace', 'Henderson John C.', 'Florian Radu']",[],2001
cs/0104019,"Dynamic Nonlocal Language Modeling via Hierarchical Topic-Based
  Adaptation","['Yarowsky David', 'Florian Radu']",[],2001
cs/0104017,Local Search Techniques for Constrained Portfolio Selection Problems,['Schaerf Andrea'],[],2001
cs/0104007,Bootstrapping Syntax and Recursion using Alignment-Based Learning,['van Zaanen Menno'],[],2001
cs/0104006,ABL: Alignment-Based Learning,['van Zaanen Menno'],[],2001
cs/0104005,Bootstrapping Structure using Similarity,['van Zaanen Menno'],[],2001
cond-mat/0104066,Beyond the Zipf-Mandelbrot law in quantitative linguistics,['Montemurro Marcelo A.'],[],2001
cs/0105037,Integrating Prosodic and Lexical Cues for Automatic Topic Segmentation,"['Hakkani-Tur D.', 'Shriberg E.', 'Stolcke A.', 'Tur G.']",['cs/0006023'],2001
cs/0105036,Disjunctive Logic Programs with Inheritance,"['Leone Nicola', 'Buccafurri Francesco', 'Faber Wolfgang']",[],2001
cs/0105032,Learning to Cooperate via Policy Search,"['Peshkin Leonid', 'Kim Kee-Eung', 'Meuleau Nicolas', 'Kaelbling Leslie Pack']",[],2001
cs/0105030,The OLAC Metadata Set and Controlled Vocabularies,"['Simons Gary', 'Bird Steven']",[],2001
cs/0105027,Bounds on sample size for policy evaluation in Markov environments,"['Peshkin Leonid', 'Mukherjee Sayan']",[],2001
cs/0105025,Market-Based Reinforcement Learning in Partially Observable Worlds,"['Hutter Marcus', 'Kwee Ivo', 'Schmidhuber Juergen']",[],2001
cs/0105023,"Generating a 3D Simulation of a Car Accident from a Written Description
  in Natural Language: the CarSim System","['Legendre Vincent', 'Dupuy Sylvain', 'Nugues Pierre', 'Egges Arjan']",[],2001
cs/0105022,Multi-Channel Parallel Adaptation Theory for Rule Discovery,['Fu Li Min'],[],2001
cs/0105021,"Solving Composed First-Order Constraints from Discrete-Time Robust
  Control","['Ratschan Stefan', 'Jaulin Luc']",[],2001
cs/0105019,Robust Probabilistic Predictive Syntactic Processing,['Roark Brian'],['cmp-lg/9711003'],2001
cs/0105017,Optimization Over Zonotopes and Training Support Vector Machines,"['Eppstein David', 'Bern Marshall']",[],2001
cs/0105016,Probabilistic top-down parsing and language modeling,['Roark Brian'],[],2001
cs/0105015,The alldifferent Constraint: A Survey,['van Hoeve W. J.'],[],2001
cs/0105005,A Complete WordNet1.5 to WordNet1.6 Mapping,"['Daudé J.', 'Padró L.', 'Rigau G.']",['cmp-lg/9709003v2'],2001
cs/0105003,"Rule Writing or Annotation: Cost-efficient Resource Usage for Base Noun
  Phrase Chunking","['Ngai Grace', 'Yarowsky David']",['cmp-lg/9505040'],2001
cs/0105002,Man [and Woman] vs. Machine: A Case Study in Base Noun Phrase Learning,"['Brill Eric', 'Ngai Grace']",['cmp-lg/9505040'],2001
cs/0105001,"Correction of Errors in a Modality Corpus Used for Machine Translation
  by Using Machine-learning Method","['Ma Qing', 'Isahara Hitoshi', 'Uchimoto Kiyotaka', 'Utiyama Masao', 'Murata Masaki']",[],2001
cs/0106059,CHR as grammar formalism. A first report,['Christiansen Henning'],[],2001
cs/0106047,"Modeling informational novelty in a conversational system with a hybrid
  statistical and grammar-based approach to natural language generation",['Ratnaparkhi Adwait'],[],2001
cs/0106044,A Sequential Model for Multi-Class Classification,"['Even-Zohar Yair', 'Roth Dan']",[],2001
cs/0106043,"Using the Distribution of Performance for Studying Statistical NLP
  Systems and Corpora",['Krymolowski Yuval'],['cmp-lg/9505040'],2001
